name,link,date_of_birth,age,height,weight,spike,block
Jennifer Quesada,/en/group2/competition/teams/pur-puerto%20rico/players/jennifer-quesada?id=59492,22/02/1992,28,188,71,299,295
Shirley Ferrer,/en/group2/competition/teams/pur-puerto%20rico/players/shirley-ferrer?id=59483,23/06/1991,29,180,63,290,293
Natalia Valentin,/en/group2/competition/teams/pur-puerto%20rico/players/natalia-valentin?id=59497,12/09/1989,31,170,61,244,240
Genesis Collazo,/en/group2/competition/teams/pur-puerto%20rico/players/genesis-collazo?id=59481,04/10/1992,28,185,74,301,296
Noami Santos,/en/group2/competition/teams/pur-puerto%20rico/players/noami-santos?id=59494,29/11/1993,27,192,63,309,300
Alba Hernandez,/en/group2/competition/teams/pur-puerto%20rico/players/alba-hernandez?id=59484,03/10/1994,26,207,87,305,293
Ana Sofia Jusino,/en/group2/competition/teams/pur-puerto%20rico/players/ana-sofia-jusino?id=59485,05/01/1994,26,189,65,310,294
Adriana Vinas Joy,/en/group2/competition/teams/pur-puerto%20rico/players/adriana-vinas-joy?id=59501,01/03/1994,26,178,74,245,237
Jennifer Tait,/en/group3/competition/teams/aus-australia/players/jennifer-tait?id=58962,04/01/1995,25,191,80,306,291
Sophie Paine,/en/group3/competition/teams/aus-australia/players/sophie-paine?id=57186,01/09/1992,28,176,65,287,276
Sophie Godfrey,/en/group3/competition/teams/aus-australia/players/sophie-godfrey?id=57181,02/12/1987,33,186,73,295,284
Alice De Innocentiis,/en/group3/competition/teams/aus-australia/players/alice-de-innocentiis?id=57180,04/06/1984,36,167,66,278,247
Hannah Martin,/en/group3/competition/teams/aus-australia/players/hannah-martin?id=57193,15/09/1990,30,183,80,294,289
Jamie-Lee Morrow,/en/group3/competition/teams/aus-australia/players/jamie-lee-morrow?id=57184,16/11/1992,28,182,77,290,287
Katarina Osadchuk,/en/group3/competition/teams/aus-australia/players/katarina-osadchuk?id=57185,18/11/1991,29,191,75,320,310
Jennifer Aliss Sadler,/en/group3/competition/teams/aus-australia/players/jennifer-aliss-sadler?id=57648,18/03/1993,27,185,69,302,291
Kathryn Chen,/en/group3/competition/teams/aus-australia/players/kathryn-chen?id=58980,27/09/1990,30,165,66,262,255
Beth Carey,/en/group3/competition/teams/aus-australia/players/beth-carey?id=57179,28/09/1990,30,190,78,300,290
Rebecca Reeve,/en/group3/competition/teams/aus-australia/players/rebecca-reeve?id=57187,23/05/1994,26,179,69,294,283
Kelly Lean,/en/group3/competition/teams/aus-australia/players/kelly-lean?id=59020,19/07/1995,25,175,70,281,269
Rachel Rourke,/en/group3/competition/teams/aus-australia/players/rachel-rourke?id=57188,01/10/1988,32,193,80,315,303
Eliza (Karley) Hynes,/en/group3/competition/teams/aus-australia/players/eliza-(karley)-hynes?id=57182,29/01/1992,28,183,70,305,292
Gréta Szakmáry,/en/group3/competition/teams/hun-hungary/players/gr%c3%a9ta-szakm%c3%a1ry?id=58994,31/12/1991,29,186,72,306,290
Renáta Szpin,/en/group3/competition/teams/hun-hungary/players/ren%c3%a1ta-szpin?id=58995,30/04/1996,24,172,62,280,268
Zsuzsanna Tálas,/en/group3/competition/teams/hun-hungary/players/zsuzsanna-t%c3%a1las?id=58996,09/07/1993,27,174,66,290,270
Bernadett Dékány,/en/group3/competition/teams/hun-hungary/players/bernadett-d%c3%a9k%c3%a1ny?id=58983,30/06/1992,28,187,76,301,290
Nikolett Soós,/en/group3/competition/teams/hun-hungary/players/nikolett-so%c3%b3s?id=58993,17/10/1988,32,185,76,297,275
Dóra Kötél,/en/group3/competition/teams/hun-hungary/players/d%c3%b3ra-k%c3%b6t%c3%a9l?id=58986,16/06/1988,32,175,61,273,263
Lilla Villám,/en/group3/competition/teams/hun-hungary/players/lilla-vill%c3%a1m?id=58997,03/06/1997,23,184,79,290,275
Edina Dobi,/en/group3/competition/teams/hun-hungary/players/edina-dobi?id=58984,22/10/1987,33,190,70,308,299
Eszter Nagy,/en/group3/competition/teams/hun-hungary/players/eszter-nagy?id=58991,01/11/1991,29,186,81,304,288
Réka Bleicher,/en/group3/competition/teams/hun-hungary/players/r%c3%a9ka-bleicher?id=58981,15/10/1995,25,187,70,293,280
Ágnes Pallag,/en/group3/competition/teams/hun-hungary/players/%c3%a1gnes-pallag?id=58992,02/09/1993,27,178,69,298,271
Kata Török,/en/group3/competition/teams/hun-hungary/players/kata-t%c3%b6r%c3%b6k?id=59306,26/05/1998,22,182,67,290,279
Eszter Pekárik,/en/group3/competition/teams/hun-hungary/players/eszter-pek%c3%a1rik?id=60319,08/12/1996,24,190,80,293,285
Karla Sainz,/en/group3/competition/teams/mex-mexico/players/karla-sainz?id=60556,22/07/1993,27,184,75,282,272
Sashiko Sanay,/en/group3/competition/teams/mex-mexico/players/sashiko-sanay?id=59798,13/05/1995,25,170,63,280,258
Andrea Maldonado,/en/group3/competition/teams/mex-mexico/players/andrea-maldonado?id=59806,08/09/1991,29,179,78,292,294
Freda Maria Lopez Olmos,/en/group3/competition/teams/mex-mexico/players/freda-maria-lopez-olmos?id=59805,17/06/1988,32,164,64,235,230
Renata López Morales,/en/group3/competition/teams/mex-mexico/players/renata-l%c3%b3pez-morales?id=60551,15/02/2001,19,185,74,291,283
Dulce Carranza,/en/group3/competition/teams/mex-mexico/players/dulce-carranza?id=59796,29/06/1990,30,178,83,275,252
Alejandra Patricia Segura Maldonado,/en/group3/competition/teams/mex-mexico/players/alejandra-patricia-segura-maldonado?id=59799,09/11/1993,27,177,69,291,283
Fernanda Banuelos,/en/group3/competition/teams/mex-mexico/players/fernanda-banuelos?id=59802,19/03/1997,23,186,70,303,285
Claudia Rios,/en/group3/competition/teams/mex-mexico/players/claudia-rios?id=60554,22/09/1992,28,178,64,282,262
Rosa Isela| Vallejo Mendoza,/en/group3/competition/teams/mex-mexico/players/rosa-isela%7c-vallejo-mendoza?id=59891,30/05/1987,33,0,0,0,0
Maria Fernanda Rodriguez Gomez,/en/group3/competition/teams/mex-mexico/players/maria-fernanda-rodriguez-gomez?id=60555,23/06/1997,23,185,80,287,280
Natalie Nizeth Nava Minjarez,/en/group3/competition/teams/mex-mexico/players/natalie-nizeth-nava-minjarez?id=60552,19/10/2000,20,180,76,295,288
Jalicia Ross,/en/group3/competition/teams/tto-trinidad%20and%20tobago/players/jalicia-ross?id=57953,26/07/1984,36,185,72,308,270
Channon Thompson,/en/group3/competition/teams/tto-trinidad%20and%20tobago/players/channon-thompson?id=58778,29/03/1994,26,181,72,289,277
Delicia Pierre,/en/group3/competition/teams/tto-trinidad%20and%20tobago/players/delicia-pierre?id=57962,11/10/1991,29,180,79,301,285
Sinead Jack,/en/group3/competition/teams/tto-trinidad%20and%20tobago/players/sinead-jack?id=57951,08/11/1993,27,198,82,310,304
Malika Davidson,/en/group3/competition/teams/tto-trinidad%20and%20tobago/players/malika-davidson?id=57947,06/03/1996,24,175,65,225,189
Darlene Ramdin,/en/group3/competition/teams/tto-trinidad%20and%20tobago/players/darlene-ramdin?id=57952,05/08/1989,31,187,89,286,281
Nya Steele,/en/group3/competition/teams/tto-trinidad%20and%20tobago/players/nya-steele?id=57963,02/04/2000,20,165,60,285,260
Afesha Olton,/en/group3/competition/teams/tto-trinidad%20and%20tobago/players/afesha-olton?id=57957,22/05/1992,28,165,60,200,185
Renele Forde,/en/group3/competition/teams/tto-trinidad%20and%20tobago/players/renele-forde?id=57950,06/08/1990,30,190,82,304,295
Rejeanne Wallace,/en/group3/competition/teams/tto-trinidad%20and%20tobago/players/rejeanne-wallace?id=57956,14/05/1996,24,176,76,307,301
Krystle Esdelle,/en/group3/competition/teams/tto-trinidad%20and%20tobago/players/krystle-esdelle?id=59216,01/08/1984,36,186,67,329,299
Kerdisha Sutherland,/en/group3/competition/teams/tto-trinidad%20and%20tobago/players/kerdisha-sutherland?id=57954,07/08/1995,25,190,77,294,290
Nawel Hammouche,/en/group3/competition/teams/alg-algeria/players/nawel-hammouche?id=60173,25/04/1997,23,185,66,279,265
Zahra Guimour,/en/group3/competition/teams/alg-algeria/players/zahra-guimour?id=60172,22/11/1996,24,172,58,272,250
Chettout Kahina,/en/group3/competition/teams/alg-algeria/players/chettout-kahina?id=60174,20/05/1992,28,168,60,260,255
Bekhta Rabah-Mazari,/en/group3/competition/teams/alg-algeria/players/bekhta-rabah-mazari?id=60285,05/05/1998,22,176,60,275,270
Chanez Ayadi,/en/group3/competition/teams/alg-algeria/players/chanez-ayadi?id=60134,08/02/1994,26,173,59,271,254
Celia Bourihane,/en/group3/competition/teams/alg-algeria/players/celia-bourihane?id=60169,22/01/1995,25,178,56,277,255
Yasmine Abderrahim,/en/group3/competition/teams/alg-algeria/players/yasmine-abderrahim?id=60130,16/04/1999,21,182,62,290,283
Melissa Kasri,/en/group3/competition/teams/alg-algeria/players/melissa-kasri?id=60284,13/02/1998,22,182,59,280,270
Kahina Bounser,/en/group3/competition/teams/alg-algeria/players/kahina-bounser?id=60320,22/07/1998,22,171,58,272,250
Aicha Mezemate,/en/group3/competition/teams/alg-algeria/players/aicha-mezemate?id=60177,06/06/1991,29,187,75,300,285
Dallal Merwa Achour,/en/group3/competition/teams/alg-algeria/players/dallal-merwa-achour?id=60131,03/11/1994,26,176,60,275,262
Amira Sadi,/en/group3/competition/teams/alg-algeria/players/amira-sadi?id=60132,10/09/1994,26,187,70,280,273
Stephanie Fotso Mogoung,/en/group3/competition/teams/cmr-cameroon/players/stephanie-fotso-mogoung?id=61002,25/09/1987,33,187,78,301,275
Christelle Tchoudjang Nana,/en/group3/competition/teams/cmr-cameroon/players/christelle-tchoudjang-nana?id=61008,07/07/1989,31,184,80,308,285
Raissa Nasser,/en/group3/competition/teams/cmr-cameroon/players/raissa-nasser?id=61005,19/08/1994,26,173,73,284,270
Laetitia Crescence Moma Bassoko,/en/group3/competition/teams/cmr-cameroon/players/laetitia-crescence-moma-bassoko?id=61004,09/10/1993,27,184,81,301,281
Henriette Nadege Koulla,/en/group3/competition/teams/cmr-cameroon/players/henriette-nadege-koulla?id=61003,14/09/1992,28,171,67,280,264
Berthrade Simone Flore Bikatal,/en/group3/competition/teams/cmr-cameroon/players/berthrade-simone-flore-bikatal?id=61000,23/07/1992,28,183,76,297,253
Victoire Pauline L'or Ngon Ntame,/en/group3/competition/teams/cmr-cameroon/players/victoire-pauline-l%27or-ngon-ntame?id=61006,31/12/1985,35,177,79,288,253
Abdoulkarim Fawziya,/en/group3/competition/teams/cmr-cameroon/players/abdoulkarim-fawziya?id=61001,01/03/1989,31,180,67,292,275
Yolande Juliana Amana Guigolo,/en/group3/competition/teams/cmr-cameroon/players/yolande-juliana-amana-guigolo?id=60999,15/09/1997,23,184,78,292,275
Ezssi Emelda Piata,/en/group3/competition/teams/cmr-cameroon/players/ezssi-emelda-piata?id=61007,08/04/1997,23,190,65,295,281
Estelle Adiana,/en/group3/competition/teams/cmr-cameroon/players/estelle-adiana?id=60997,14/05/1997,23,182,85,285,256
Odette Ahirnidi Menkred,/en/group3/competition/teams/cmr-cameroon/players/odette-ahirnidi-menkred?id=60998,05/11/1999,21,174,68,270,250
Marie-France Garreau Dje,/en/group3/competition/teams/fra-france/players/marie-france-garreau-dje?id=59154,10/04/1992,28,181,75,305,290
Silvana Dascalu,/en/group3/competition/teams/fra-france/players/silvana-dascalu?id=59151,14/05/1994,26,192,70,290,281
Lucille Gicquel,/en/group3/competition/teams/fra-france/players/lucille-gicquel?id=59156,13/11/1997,23,189,69,305,290
Odette Ndoye,/en/group3/competition/teams/fra-france/players/odette-ndoye?id=59158,25/08/1992,28,181,73,293,279
Bruna Pezelj,/en/group3/competition/teams/fra-france/players/bruna-pezelj?id=59161,15/01/1999,21,295,275,295,275
Oriane Amalric,/en/group3/competition/teams/fra-france/players/oriane-amalric?id=59146,11/10/1990,30,172,58,275,267
Juliette Fidon,/en/group3/competition/teams/fra-france/players/juliette-fidon?id=59153,28/10/1996,24,184,86,297,296
Alexandra Dascalu,/en/group3/competition/teams/fra-france/players/alexandra-dascalu?id=59150,17/04/1991,29,184,71,294,283
Alexandra Rochelle,/en/group3/competition/teams/fra-france/players/alexandra-rochelle?id=59167,14/12/1983,37,168,69,292,280
Nina Stojiljkovic,/en/group3/competition/teams/fra-france/players/nina-stojiljkovic?id=59162,01/09/1996,24,180,69,285,274
Safiatou Zongo,/en/group3/competition/teams/fra-france/players/safiatou-zongo?id=59163,14/03/1994,26,182,75,292,272
Yessica Maria Paz Hidalgo,/en/group3/competition/teams/ven-venezuela/players/yessica-maria-paz-hidalgo?id=60902,07/10/1989,31,192,72,304,300
Luz Maguy Delfines Melendez,/en/group3/competition/teams/ven-venezuela/players/luz-maguy-delfines-melendez?id=57925,17/05/1991,29,193,75,305,301
Winderlys Gisel Medina Chacoa,/en/group3/competition/teams/ven-venezuela/players/winderlys-gisel-medina-chacoa?id=57933,02/04/1998,22,185,60,298,265
Soriana Del Pilar Pacheco Veloz,/en/group3/competition/teams/ven-venezuela/players/soriana-del-pilar-pacheco-veloz?id=57935,03/06/1987,33,178,65,0,0
Leyna Josefina Morillo Chirinos,/en/group3/competition/teams/ven-venezuela/players/leyna-josefina-morillo-chirinos?id=57934,12/06/1983,37,183,71,302,298
Sharlin Bidean,/en/group3/competition/teams/ven-venezuela/players/sharlin-bidean?id=57923,19/01/1992,28,188,75,308,303
Desiree Glod,/en/group3/competition/teams/ven-venezuela/players/desiree-glod?id=57930,28/09/1982,38,176,64,305,301
Meriyen Serrano,/en/group3/competition/teams/ven-venezuela/players/meriyen-serrano?id=57940,14/12/1997,23,192,66,312,305
Gheraldine Quijada Teran,/en/group3/competition/teams/ven-venezuela/players/gheraldine-quijada-teran?id=57939,31/01/1988,32,179,65,286,282
Shirley Florian,/en/group3/competition/teams/ven-venezuela/players/shirley-florian?id=57926,27/07/1991,29,191,67,305,301
Aleoscar Blanco Iriarte,/en/group3/competition/teams/ven-venezuela/players/aleoscar-blanco-iriarte?id=57924,18/07/1987,33,189,75,300,296
Maria Jose Perez Gonzalez,/en/group3/competition/teams/ven-venezuela/players/maria-jose-perez-gonzalez?id=57938,18/03/1988,32,188,69,300,296
Karyanlys Jose Segura Ramirez,/en/group3/competition/teams/ven-venezuela/players/karyanlys-jose-segura-ramirez?id=59739,23/09/1999,21,167,58,0,0
Lady Yuslemy Urbina Bandres,/en/group3/competition/teams/ven-venezuela/players/lady-yuslemy-urbina-bandres?id=61835,17/11/1997,23,170,54,0,0
Nawel Hammouche,/en/group3/competition/teams/alg-algeria/players/nawel-hammouche?id=60173,25/04/1997,23,185,66,279,265
Zahra Guimour,/en/group3/competition/teams/alg-algeria/players/zahra-guimour?id=60172,22/11/1996,24,172,58,272,250
Chettout Kahina,/en/group3/competition/teams/alg-algeria/players/chettout-kahina?id=60174,20/05/1992,28,168,60,260,255
Bekhta Rabah-Mazari,/en/group3/competition/teams/alg-algeria/players/bekhta-rabah-mazari?id=60285,05/05/1998,22,176,60,275,270
Chanez Ayadi,/en/group3/competition/teams/alg-algeria/players/chanez-ayadi?id=60134,08/02/1994,26,173,59,271,254
Celia Bourihane,/en/group3/competition/teams/alg-algeria/players/celia-bourihane?id=60169,22/01/1995,25,178,56,277,255
Yasmine Abderrahim,/en/group3/competition/teams/alg-algeria/players/yasmine-abderrahim?id=60130,16/04/1999,21,182,62,290,283
Melissa Kasri,/en/group3/competition/teams/alg-algeria/players/melissa-kasri?id=60284,13/02/1998,22,182,59,280,270
Kahina Bounser,/en/group3/competition/teams/alg-algeria/players/kahina-bounser?id=60320,22/07/1998,22,171,58,272,250
Aicha Mezemate,/en/group3/competition/teams/alg-algeria/players/aicha-mezemate?id=60177,06/06/1991,29,187,75,300,285
Dallal Merwa Achour,/en/group3/competition/teams/alg-algeria/players/dallal-merwa-achour?id=60131,03/11/1994,26,176,60,275,262
Amira Sadi,/en/group3/competition/teams/alg-algeria/players/amira-sadi?id=60132,10/09/1994,26,187,70,280,273
Gréta Szakmáry,/en/group3/competition/teams/hun-hungary/players/gr%c3%a9ta-szakm%c3%a1ry?id=58994,31/12/1991,29,186,72,306,290
Renáta Szpin,/en/group3/competition/teams/hun-hungary/players/ren%c3%a1ta-szpin?id=58995,30/04/1996,24,172,62,280,268
Zsuzsanna Tálas,/en/group3/competition/teams/hun-hungary/players/zsuzsanna-t%c3%a1las?id=58996,09/07/1993,27,174,66,290,270
Bernadett Dékány,/en/group3/competition/teams/hun-hungary/players/bernadett-d%c3%a9k%c3%a1ny?id=58983,30/06/1992,28,187,76,301,290
Nikolett Soós,/en/group3/competition/teams/hun-hungary/players/nikolett-so%c3%b3s?id=58993,17/10/1988,32,185,76,297,275
Dóra Kötél,/en/group3/competition/teams/hun-hungary/players/d%c3%b3ra-k%c3%b6t%c3%a9l?id=58986,16/06/1988,32,175,61,273,263
Lilla Villám,/en/group3/competition/teams/hun-hungary/players/lilla-vill%c3%a1m?id=58997,03/06/1997,23,184,79,290,275
Edina Dobi,/en/group3/competition/teams/hun-hungary/players/edina-dobi?id=58984,22/10/1987,33,190,70,308,299
Eszter Nagy,/en/group3/competition/teams/hun-hungary/players/eszter-nagy?id=58991,01/11/1991,29,186,81,304,288
Réka Bleicher,/en/group3/competition/teams/hun-hungary/players/r%c3%a9ka-bleicher?id=58981,15/10/1995,25,187,70,293,280
Ágnes Pallag,/en/group3/competition/teams/hun-hungary/players/%c3%a1gnes-pallag?id=58992,02/09/1993,27,178,69,298,271
Kata Török,/en/group3/competition/teams/hun-hungary/players/kata-t%c3%b6r%c3%b6k?id=59306,26/05/1998,22,182,67,290,279
Eszter Pekárik,/en/group3/competition/teams/hun-hungary/players/eszter-pek%c3%a1rik?id=60319,08/12/1996,24,190,80,293,285
Karla Sainz,/en/group3/competition/teams/mex-mexico/players/karla-sainz?id=60556,22/07/1993,27,184,75,282,272
Sashiko Sanay,/en/group3/competition/teams/mex-mexico/players/sashiko-sanay?id=59798,13/05/1995,25,170,63,280,258
Andrea Maldonado,/en/group3/competition/teams/mex-mexico/players/andrea-maldonado?id=59806,08/09/1991,29,179,78,292,294
Freda Maria Lopez Olmos,/en/group3/competition/teams/mex-mexico/players/freda-maria-lopez-olmos?id=59805,17/06/1988,32,164,64,235,230
Renata López Morales,/en/group3/competition/teams/mex-mexico/players/renata-l%c3%b3pez-morales?id=60551,15/02/2001,19,185,74,291,283
Dulce Carranza,/en/group3/competition/teams/mex-mexico/players/dulce-carranza?id=59796,29/06/1990,30,178,83,275,252
Alejandra Patricia Segura Maldonado,/en/group3/competition/teams/mex-mexico/players/alejandra-patricia-segura-maldonado?id=59799,09/11/1993,27,177,69,291,283
Fernanda Banuelos,/en/group3/competition/teams/mex-mexico/players/fernanda-banuelos?id=59802,19/03/1997,23,186,70,303,285
Claudia Rios,/en/group3/competition/teams/mex-mexico/players/claudia-rios?id=60554,22/09/1992,28,178,64,282,262
Rosa Isela| Vallejo Mendoza,/en/group3/competition/teams/mex-mexico/players/rosa-isela%7c-vallejo-mendoza?id=59891,30/05/1987,33,0,0,0,0
Maria Fernanda Rodriguez Gomez,/en/group3/competition/teams/mex-mexico/players/maria-fernanda-rodriguez-gomez?id=60555,23/06/1997,23,185,80,287,280
Natalie Nizeth Nava Minjarez,/en/group3/competition/teams/mex-mexico/players/natalie-nizeth-nava-minjarez?id=60552,19/10/2000,20,180,76,295,288
Yessica Maria Paz Hidalgo,/en/group3/competition/teams/ven-venezuela/players/yessica-maria-paz-hidalgo?id=60902,07/10/1989,31,192,72,304,300
Luz Maguy Delfines Melendez,/en/group3/competition/teams/ven-venezuela/players/luz-maguy-delfines-melendez?id=57925,17/05/1991,29,193,75,305,301
Winderlys Gisel Medina Chacoa,/en/group3/competition/teams/ven-venezuela/players/winderlys-gisel-medina-chacoa?id=57933,02/04/1998,22,185,60,298,265
Soriana Del Pilar Pacheco Veloz,/en/group3/competition/teams/ven-venezuela/players/soriana-del-pilar-pacheco-veloz?id=57935,03/06/1987,33,178,65,0,0
Leyna Josefina Morillo Chirinos,/en/group3/competition/teams/ven-venezuela/players/leyna-josefina-morillo-chirinos?id=57934,12/06/1983,37,183,71,302,298
Sharlin Bidean,/en/group3/competition/teams/ven-venezuela/players/sharlin-bidean?id=57923,19/01/1992,28,188,75,308,303
Desiree Glod,/en/group3/competition/teams/ven-venezuela/players/desiree-glod?id=57930,28/09/1982,38,176,64,305,301
Meriyen Serrano,/en/group3/competition/teams/ven-venezuela/players/meriyen-serrano?id=57940,14/12/1997,23,192,66,312,305
Gheraldine Quijada Teran,/en/group3/competition/teams/ven-venezuela/players/gheraldine-quijada-teran?id=57939,31/01/1988,32,179,65,286,282
Shirley Florian,/en/group3/competition/teams/ven-venezuela/players/shirley-florian?id=57926,27/07/1991,29,191,67,305,301
Aleoscar Blanco Iriarte,/en/group3/competition/teams/ven-venezuela/players/aleoscar-blanco-iriarte?id=57924,18/07/1987,33,189,75,300,296
Maria Jose Perez Gonzalez,/en/group3/competition/teams/ven-venezuela/players/maria-jose-perez-gonzalez?id=57938,18/03/1988,32,188,69,300,296
Karyanlys Jose Segura Ramirez,/en/group3/competition/teams/ven-venezuela/players/karyanlys-jose-segura-ramirez?id=59739,23/09/1999,21,167,58,0,0
Lady Yuslemy Urbina Bandres,/en/group3/competition/teams/ven-venezuela/players/lady-yuslemy-urbina-bandres?id=61835,17/11/1997,23,170,54,0,0
Jennifer Tait,/en/group3/competition/teams/aus-australia/players/jennifer-tait?id=58962,04/01/1995,25,191,80,306,291
Sophie Paine,/en/group3/competition/teams/aus-australia/players/sophie-paine?id=57186,01/09/1992,28,176,65,287,276
Sophie Godfrey,/en/group3/competition/teams/aus-australia/players/sophie-godfrey?id=57181,02/12/1987,33,186,73,295,284
Alice De Innocentiis,/en/group3/competition/teams/aus-australia/players/alice-de-innocentiis?id=57180,04/06/1984,36,167,66,278,247
Hannah Martin,/en/group3/competition/teams/aus-australia/players/hannah-martin?id=57193,15/09/1990,30,183,80,294,289
Jamie-Lee Morrow,/en/group3/competition/teams/aus-australia/players/jamie-lee-morrow?id=57184,16/11/1992,28,182,77,290,287
Katarina Osadchuk,/en/group3/competition/teams/aus-australia/players/katarina-osadchuk?id=57185,18/11/1991,29,191,75,320,310
Jennifer Aliss Sadler,/en/group3/competition/teams/aus-australia/players/jennifer-aliss-sadler?id=57648,18/03/1993,27,185,69,302,291
Kathryn Chen,/en/group3/competition/teams/aus-australia/players/kathryn-chen?id=58980,27/09/1990,30,165,66,262,255
Beth Carey,/en/group3/competition/teams/aus-australia/players/beth-carey?id=57179,28/09/1990,30,190,78,300,290
Rebecca Reeve,/en/group3/competition/teams/aus-australia/players/rebecca-reeve?id=57187,23/05/1994,26,179,69,294,283
Kelly Lean,/en/group3/competition/teams/aus-australia/players/kelly-lean?id=59020,19/07/1995,25,175,70,281,269
Rachel Rourke,/en/group3/competition/teams/aus-australia/players/rachel-rourke?id=57188,01/10/1988,32,193,80,315,303
Eliza (Karley) Hynes,/en/group3/competition/teams/aus-australia/players/eliza-(karley)-hynes?id=57182,29/01/1992,28,183,70,305,292
Stephanie Fotso Mogoung,/en/group3/competition/teams/cmr-cameroon/players/stephanie-fotso-mogoung?id=61002,25/09/1987,33,187,78,301,275
Christelle Tchoudjang Nana,/en/group3/competition/teams/cmr-cameroon/players/christelle-tchoudjang-nana?id=61008,07/07/1989,31,184,80,308,285
Raissa Nasser,/en/group3/competition/teams/cmr-cameroon/players/raissa-nasser?id=61005,19/08/1994,26,173,73,284,270
Laetitia Crescence Moma Bassoko,/en/group3/competition/teams/cmr-cameroon/players/laetitia-crescence-moma-bassoko?id=61004,09/10/1993,27,184,81,301,281
Henriette Nadege Koulla,/en/group3/competition/teams/cmr-cameroon/players/henriette-nadege-koulla?id=61003,14/09/1992,28,171,67,280,264
Berthrade Simone Flore Bikatal,/en/group3/competition/teams/cmr-cameroon/players/berthrade-simone-flore-bikatal?id=61000,23/07/1992,28,183,76,297,253
Victoire Pauline L'or Ngon Ntame,/en/group3/competition/teams/cmr-cameroon/players/victoire-pauline-l%27or-ngon-ntame?id=61006,31/12/1985,35,177,79,288,253
Abdoulkarim Fawziya,/en/group3/competition/teams/cmr-cameroon/players/abdoulkarim-fawziya?id=61001,01/03/1989,31,180,67,292,275
Yolande Juliana Amana Guigolo,/en/group3/competition/teams/cmr-cameroon/players/yolande-juliana-amana-guigolo?id=60999,15/09/1997,23,184,78,292,275
Ezssi Emelda Piata,/en/group3/competition/teams/cmr-cameroon/players/ezssi-emelda-piata?id=61007,08/04/1997,23,190,65,295,281
Estelle Adiana,/en/group3/competition/teams/cmr-cameroon/players/estelle-adiana?id=60997,14/05/1997,23,182,85,285,256
Odette Ahirnidi Menkred,/en/group3/competition/teams/cmr-cameroon/players/odette-ahirnidi-menkred?id=60998,05/11/1999,21,174,68,270,250
Marie-France Garreau Dje,/en/group3/competition/teams/fra-france/players/marie-france-garreau-dje?id=59154,10/04/1992,28,181,75,305,290
Silvana Dascalu,/en/group3/competition/teams/fra-france/players/silvana-dascalu?id=59151,14/05/1994,26,192,70,290,281
Lucille Gicquel,/en/group3/competition/teams/fra-france/players/lucille-gicquel?id=59156,13/11/1997,23,189,69,305,290
Odette Ndoye,/en/group3/competition/teams/fra-france/players/odette-ndoye?id=59158,25/08/1992,28,181,73,293,279
Bruna Pezelj,/en/group3/competition/teams/fra-france/players/bruna-pezelj?id=59161,15/01/1999,21,295,275,295,275
Oriane Amalric,/en/group3/competition/teams/fra-france/players/oriane-amalric?id=59146,11/10/1990,30,172,58,275,267
Juliette Fidon,/en/group3/competition/teams/fra-france/players/juliette-fidon?id=59153,28/10/1996,24,184,86,297,296
Alexandra Dascalu,/en/group3/competition/teams/fra-france/players/alexandra-dascalu?id=59150,17/04/1991,29,184,71,294,283
Alexandra Rochelle,/en/group3/competition/teams/fra-france/players/alexandra-rochelle?id=59167,14/12/1983,37,168,69,292,280
Nina Stojiljkovic,/en/group3/competition/teams/fra-france/players/nina-stojiljkovic?id=59162,01/09/1996,24,180,69,285,274
Safiatou Zongo,/en/group3/competition/teams/fra-france/players/safiatou-zongo?id=59163,14/03/1994,26,182,75,292,272
Mara Ferreira Leao,/en/group1/competition/teams/bra-brazil/players/mara-ferreira-leao?id=59260,26/07/1991,29,190,84,320,301
Macris Fernanda Silva Carneiro,/en/group1/competition/teams/bra-brazil/players/macris-fernanda-silva-carneiro?id=59274,03/03/1989,31,178,64,292,275
Ana Carolina Da Silva,/en/group1/competition/teams/bra-brazil/players/ana-carolina-da-silva?id=59259,08/04/1991,29,183,73,290,290
Adenizia Da Silva,/en/group1/competition/teams/bra-brazil/players/adenizia-da-silva?id=59258,18/12/1986,34,185,63,312,290
Rosamaria Montibeller,/en/group1/competition/teams/bra-brazil/players/rosamaria-montibeller?id=59261,09/04/1994,26,185,76,291,285
Roberta Silva Ratzke,/en/group1/competition/teams/bra-brazil/players/roberta-silva-ratzke?id=59262,28/04/1990,30,185,71,287,278
Tandara Caixeta,/en/group1/competition/teams/bra-brazil/players/tandara-caixeta?id=59257,30/10/1988,32,184,87,305,297
Natalia Pereira,/en/group1/competition/teams/bra-brazil/players/natalia-pereira?id=59271,04/04/1989,31,186,83,311,295
Amanda Francisco,/en/group1/competition/teams/bra-brazil/players/amanda-francisco?id=59269,16/08/1988,32,180,62,304,286
Gabriella Souza,/en/group1/competition/teams/bra-brazil/players/gabriella-souza?id=59273,14/12/1993,27,175,69,296,273
Drussyla Costa,/en/group1/competition/teams/bra-brazil/players/drussyla-costa?id=59266,01/07/1996,24,182,73,304,286
Suelen Pinto,/en/group1/competition/teams/bra-brazil/players/suelen-pinto?id=59272,04/10/1987,33,166,81,256,238
Ana Beatriz Correa,/en/group1/competition/teams/bra-brazil/players/ana-beatriz-correa?id=59265,07/02/1992,28,187,70,298,292
