id,name,date_of_birth,height,weight,spike,block,link
136,Doosuur Atule,12/06/1995,175,69,285,272,Players.asp?Tourn=WU202013&Team=NGR&No=142816
137,Hajara Audu,14/12/1996,182,63,286,270,Players.asp?Tourn=WU202013&Team=NGR&No=142817
138,Ijeoma Ukpabi,11/06/1994,175,63,290,270,Players.asp?Tourn=WU202013&Team=NGR&No=142818
139,Chinenye Nwosu,17/06/1995,175,60,280,254,Players.asp?Tourn=WU202013&Team=NGR&No=142819
140,Bukky Oluwatosin C/,30/12/1996,180,75,282,268,Players.asp?Tourn=WU202013&Team=NGR&No=142820
141,Chidinma Ahara,24/12/1994,182,80,288,279,Players.asp?Tourn=WU202013&Team=NGR&No=142821
142,Patience Daniel I/,15/06/1997,182,78,286,274,Players.asp?Tourn=WU202013&Team=NGR&No=142822
143,Aisha Umaru,30/08/1997,171,61,268,264,Players.asp?Tourn=WU202013&Team=NGR&No=142824
144,Francisca Ikhiede,17/01/1996,172,61,278,272,Players.asp?Tourn=WU202013&Team=NGR&No=142825
145,Pilar Marie Victoria,11/10/1995,182,53,301,268,Players.asp?Tourn=WU202013&Team=PUR&No=132323
146,Kanisha Jimenez,28/11/1995,185,56,295,291,Players.asp?Tourn=WU202013&Team=PUR&No=132324
147,Shalimarie Merlo,21/07/1994,178,66,290,278,Players.asp?Tourn=WU202013&Team=PUR&No=142159
148,Jennymar Santiago,28/07/1994,190,69,299,289,Players.asp?Tourn=WU202013&Team=PUR&No=141571
149,Julimar Alvarado,26/07/1994,197,72,309,303,Players.asp?Tourn=WU202013&Team=PUR&No=142164
150,Wilmarie Rivera,14/02/1997,178,58,294,288,Players.asp?Tourn=WU202013&Team=PUR&No=136611
151,Genesis Anais Miranda Rosario,05/06/1996,176,59,233,231,Players.asp?Tourn=WU202013&Team=PUR&No=139893
152,Gabriela Roman,05/10/1994,186,67,290,282,Players.asp?Tourn=WU202013&Team=PUR&No=142161
153,Ana Sofia Jusino,05/01/1994,189,65,310,294,Players.asp?Tourn=WU202013&Team=PUR&No=132332
154,Patricia Montero,22/08/1997,178,58,225,224,Players.asp?Tourn=WU202013&Team=PUR&No=139899
155,Alba Hernandez,03/10/1994,207,87,305,293,Players.asp?Tourn=WU202013&Team=PUR&No=132333
156,Paola Rojas,26/01/1996,185,74,300,245,Players.asp?Tourn=WU202013&Team=PUR&No=139897
157,Ekaterina Makarchuk,10/09/1994,190,72,306,285,Players.asp?Tourn=WU202013&Team=RUS&No=142328
158,Irina Voronkova,20/10/1995,190,84,305,290,Players.asp?Tourn=WU202013&Team=RUS&No=142329
159,Tatiana Romanova,09/09/1994,180,69,290,275,Players.asp?Tourn=WU202013&Team=RUS&No=142344
160,Olga Biryukova,19/09/1994,193,74,300,283,Players.asp?Tourn=WU202013&Team=RUS&No=142355
161,Olesya Nikolaeva,18/03/1994,187,66,301,284,Players.asp?Tourn=WU202013&Team=RUS&No=142384
162,Irina Fetisova,07/09/1994,190,76,307,286,Players.asp?Tourn=WU202013&Team=RUS&No=142339
163,Anna Luneva,12/07/1995,190,82,289,285,Players.asp?Tourn=WU202013&Team=RUS&No=142381
164,Valeriya Zaytseva,24/03/1995,187,71,307,297,Players.asp?Tourn=WU202013&Team=RUS&No=142386
165,Elena Novik,23/03/1994,180,66,295,290,Players.asp?Tourn=WU202013&Team=RUS&No=136532
166,Kseniia Ilchenko,31/10/1994,183,64,300,286,Players.asp?Tourn=WU202013&Team=RUS&No=142340
167,Natalia Reshetnikova,22/03/1994,193,86,303,282,Players.asp?Tourn=WU202013&Team=RUS&No=142379
168,Ekaterina Voronova,15/01/1994,176,62,287,270,Players.asp?Tourn=WU202013&Team=RUS&No=142376
169,Mina Popovic,16/09/1994,187,73,315,305,Players.asp?Tourn=WU202013&Team=SRB&No=136030
170,Maja Simic,18/04/1995,182,64,278,260,Players.asp?Tourn=WU202013&Team=SRB&No=136035
171,Tijana BoÅ¡kovic,08/03/1997,193,82,315,300,Players.asp?Tourn=WU202013&Team=SRB&No=137941
172,Aleksandra Stepanovic,01/02/1994,170,67,248,240,Players.asp?Tourn=WU202013&Team=SRB&No=136817
173,Milica Kubura,20/03/1995,192,77,297,280,Players.asp?Tourn=WU202013&Team=SRB&No=136810
174,Jelena Trnic,29/08/1995,190,73,290,280,Players.asp?Tourn=WU202013&Team=SRB&No=142480
175,Natasa Cikiriz,26/06/1995,193,73,299,289,Players.asp?Tourn=WU202013&Team=SRB&No=136027
176,Katarina Canak,18/08/1995,187,70,297,285,Players.asp?Tourn=WU202013&Team=SRB&No=136807
177,Bianka Busa,25/07/1994,187,74,312,298,Players.asp?Tourn=WU202013&Team=SRB&No=136024
178,Sladjana Mirkovic,07/10/1995,185,78,293,283,Players.asp?Tourn=WU202013&Team=SRB&No=136812
179,Jelena Oluic,15/01/1994,183,68,297,288,Players.asp?Tourn=WU202013&Team=SRB&No=142476
180,Nikolina Lukic,18/08/1994,181,65,285,280,Players.asp?Tourn=WU202013&Team=SRB&No=136028
181,Kannika Sitthipat,03/08/1994,163,63,259,248,Players.asp?Tourn=WU202013&Team=THA&No=142170
182,Thatdao Nuekjang,03/02/1994,184,72,308,296,Players.asp?Tourn=WU202013&Team=THA&No=142172
183,Suwatjanee Gansa,30/11/1994,162,56,267,252,Players.asp?Tourn=WU202013&Team=THA&No=142173
184,Kuttika Kaewpin,16/08/1994,168,56,285,268,Players.asp?Tourn=WU202013&Team=THA&No=142174
185,Tanaporn Polrueng,04/02/1994,174,70,286,267,Players.asp?Tourn=WU202013&Team=THA&No=142177
186,Khatthalee Pinsuwan,30/10/1994,170,70,294,271,Players.asp?Tourn=WU202013&Team=THA&No=142180
187,Sasitorn Pimpa,08/10/1994,168,63,272,267,Players.asp?Tourn=WU202013&Team=THA&No=142181
188,Sineenat Phocharoen,19/05/1995,173,53,287,270,Players.asp?Tourn=WU202013&Team=THA&No=142182
189,Parinya Pankaew,27/12/1995,170,59,281,269,Players.asp?Tourn=WU202013&Team=THA&No=142184
190,Kaewkalaya Kamulthala,07/08/1994,178,66,298,281,Players.asp?Tourn=WU202013&Team=THA&No=142185
191,Ajcharaporn Kongyot,18/06/1995,178,65,298,287,Players.asp?Tourn=WU202013&Team=THA&No=133511
192,Sasiwimol Sangpan,27/01/1995,176,67,293,275,Players.asp?Tourn=WU202013&Team=THA&No=142187
193,Ching-Yi Kuo,17/02/1996,166,57,280,270,Players.asp?Tourn=WU202013&Team=TPE&No=142196
194,Yu Lee,15/06/1996,173,72,281,272,Players.asp?Tourn=WU202013&Team=TPE&No=142192
195,Tzu Ying Lee,04/07/1994,173,70,274,265,Players.asp?Tourn=WU202013&Team=TPE&No=142199
196,Tzu Ya Chen,26/08/1997,177,64,275,263,Players.asp?Tourn=WU202013&Team=TPE&No=142195
197,Wei-Hua Wu,05/02/1994,173,73,278,267,Players.asp?Tourn=WU202013&Team=TPE&No=141876
198,Li-Wen Chang,27/02/1995,175,62,285,275,Players.asp?Tourn=WU202013&Team=TPE&No=142193
199,Wan Jung Lee,23/06/1995,166,65,268,258,Players.asp?Tourn=WU202013&Team=TPE&No=142311
200,I-Mei Hsu,05/06/1994,175,69,277,267,Players.asp?Tourn=WU202013&Team=TPE&No=142194
201,Yu Chia Chang,27/01/1996,172,67,275,265,Players.asp?Tourn=WU202013&Team=TPE&No=142310
202,Wan Ling Tseng,13/05/1996,171,64,290,277,Players.asp?Tourn=WU202013&Team=TPE&No=142197
203,Huang-Ying Chien,10/09/1994,186,80,289,279,Players.asp?Tourn=WU202013&Team=TPE&No=142198
204,Shih Ting Huang,21/06/1994,163,67,269,259,Players.asp?Tourn=WU202013&Team=TPE&No=142201
205,Damla Cakiroglu,22/06/1994,179,67,302,293,Players.asp?Tourn=WU202013&Team=TUR&No=137073
206,Ã‡agla Akin,19/01/1995,177,70,300,280,Players.asp?Tourn=WU202013&Team=TUR&No=137084
207,Kubra Caliskan,13/10/1994,198,86,310,310,Players.asp?Tourn=WU202013&Team=TUR&No=137086
208,Dilek Kinik,14/01/1995,170,62,260,258,Players.asp?Tourn=WU202013&Team=TUR&No=137094
209,Seyma Ercan,05/07/1994,187,73,305,294,Players.asp?Tourn=WU202013&Team=TUR&No=137074
210,Ceylan Arisan,01/01/1994,193,79,306,297,Players.asp?Tourn=WU202013&Team=TUR&No=137088
211,Ceyda Aktas,18/08/1994,189,77,295,287,Players.asp?Tourn=WU202013&Team=TUR&No=137079
212,Asli Kalac,13/12/1995,185,73,306,297,Players.asp?Tourn=WU202013&Team=TUR&No=137087
213,Ece Hocaoglu,05/03/1994,186,82,296,280,Players.asp?Tourn=WU202013&Team=TUR&No=137075
214,Sabriye Gonulkirmaz,17/05/1994,186,76,298,288,Players.asp?Tourn=WU202013&Team=TUR&No=137090
215,Ezgi Dilik,12/06/1995,177,72,288,280,Players.asp?Tourn=WU202013&Team=TUR&No=142469
216,Dilara Bagci,02/02/1994,165,62,270,260,Players.asp?Tourn=WU202013&Team=TUR&No=137093
217,Sarah Burrington,20/01/1994,196,84,297,292,Players.asp?Tourn=WU202013&Team=USA&No=142492
218,Jordan Burgess,20/07/1994,183,69,284,286,Players.asp?Tourn=WU202013&Team=USA&No=132242
219,Nicole Edelman,14/04/1994,183,71,284,276,Players.asp?Tourn=WU202013&Team=USA&No=132517
220,Merete Lutz,07/11/1994,203,80,312,312,Players.asp?Tourn=WU202013&Team=USA&No=140045
221,Kelsey Humphreys,17/01/1995,183,61,288,281,Players.asp?Tourn=WU202013&Team=USA&No=140040
222,Alexandra Malloy,16/04/1994,188,82,291,282,Players.asp?Tourn=WU202013&Team=USA&No=132246
223,Allison Palmer,22/01/1994,175,61,263,260,Players.asp?Tourn=WU202013&Team=USA&No=132248
224,Canace Finley,11/03/1994,191,77,297,292,Players.asp?Tourn=WU202013&Team=USA&No=142497
225,Amber Rolfzen,25/08/1994,191,73,296,290,Players.asp?Tourn=WU202013&Team=USA&No=132501
226,Kierra Holst,24/03/1994,193,79,288,284,Players.asp?Tourn=WU202013&Team=USA&No=142499
227,Chanell Clark-Bibbs,03/04/1994,185,84,282,273,Players.asp?Tourn=WU202013&Team=USA&No=142501
228,Caitlin Nolan,30/07/1994,173,79,279,260,Players.asp?Tourn=WU202013&Team=USA&No=142502
